Date,Product,Region,Store Location,Initial Inventory,Restocks,Sales Impact,Current Inventory
3/4/2024,Latte,North,Store B,421,88,242,209
3/4/2024,Mocha,West,Store D,360,24,185,308
3/4/2024,Espresso,North,Store C,512,126,118,331
3/4/2024,Espresso,South,Store B,554,37,176,383
3/4/2024,Espresso,East,Store D,553,143,215,128
3/4/2024,Latte,South,Store D,448,187,247,175
3/5/2024,Espresso,North,Store A,450,145,118,342
3/5/2024,Mocha,West,Store B,345,68,200,357
3/5/2024,Cappuccino,South,Store B,507,36,224,159
3/5/2024,Latte,North,Store C,489,33,212,385
3/5/2024,Mocha,North,Store A,571,58,224,302
3/5/2024,Espresso,North,Store C,514,39,132,363
3/5/2024,Espresso,East,Store D,523,147,236,193
3/5/2024,Mocha,South,Store D,425,90,84,145
3/5/2024,Latte,West,Store A,551,171,72,258
3/5/2024,Latte,East,Store D,388,54,96,265
3/5/2024,Cappuccino,East,Store B,598,63,103,232
3/5/2024,Espresso,South,Store D,455,143,183,160
3/5/2024,Mocha,South,Store D,342,100,113,293
3/5/2024,Latte,South,Store B,482,149,143,293
3/5/2024,Cappuccino,West,Store B,564,189,149,269
3/5/2024,Espresso,West,Store C,561,21,102,343
3/5/2024,Espresso,South,Store B,438,194,63,234
3/5/2024,Cappuccino,East,Store D,500,65,236,310
3/5/2024,Espresso,East,Store B,432,27,181,376
3/5/2024,Mocha,East,Store A,334,106,80,260
3/5/2024,Espresso,South,Store D,464,171,85,378
3/5/2024,Cappuccino,West,Store C,590,171,131,189
3/5/2024,Cappuccino,West,Store C,350,101,232,141
3/5/2024,Espresso,North,Store C,401,173,81,307
3/6/2024,Espresso,East,Store B,305,64,160,381
3/6/2024,Mocha,West,Store A,457,47,214,264
3/6/2024,Latte,South,Store B,497,16,217,354
3/6/2024,Espresso,East,Store C,323,150,216,141
3/6/2024,Latte,North,Store B,514,7,63,357
3/6/2024,Mocha,West,Store C,389,190,196,397
3/6/2024,Mocha,South,Store B,561,32,68,239
3/6/2024,Latte,East,Store A,462,169,66,198
3/6/2024,Cappuccino,West,Store C,540,122,193,207
3/6/2024,Cappuccino,West,Store B,494,34,151,162
3/6/2024,Cappuccino,East,Store C,448,70,76,399
3/6/2024,Cappuccino,North,Store C,516,60,232,393
3/6/2024,Mocha,West,Store C,584,127,229,371
3/6/2024,Mocha,West,Store C,541,110,142,239
3/6/2024,Mocha,West,Store C,414,118,198,382
3/6/2024,Latte,South,Store D,542,78,90,261
3/6/2024,Espresso,West,Store A,535,94,87,189
3/6/2024,Latte,North,Store B,389,78,150,236
3/6/2024,Mocha,East,Store B,484,58,112,240
3/6/2024,Mocha,South,Store D,482,128,116,352
3/6/2024,Cappuccino,East,Store C,411,55,206,390
3/6/2024,Espresso,East,Store C,456,70,202,126
3/6/2024,Latte,West,Store B,431,156,140,338
3/6/2024,Cappuccino,East,Store A,411,79,132,195
3/7/2024,Latte,South,Store B,473,138,142,106
3/7/2024,Latte,East,Store C,324,82,104,269
3/7/2024,Mocha,East,Store D,452,183,224,352
3/7/2024,Espresso,North,Store D,551,157,162,103
3/7/2024,Mocha,East,Store A,428,56,240,274
3/7/2024,Cappuccino,North,Store B,592,19,203,365
3/7/2024,Espresso,West,Store D,505,181,148,210
3/7/2024,Mocha,East,Store C,408,140,80,199
3/7/2024,Espresso,East,Store D,514,24,134,369
3/7/2024,Mocha,East,Store C,393,153,191,102
3/7/2024,Latte,North,Store B,592,16,203,203
3/7/2024,Espresso,South,Store D,518,102,242,210
3/7/2024,Mocha,North,Store A,529,63,226,154
3/7/2024,Espresso,South,Store D,480,192,72,301
3/7/2024,Espresso,West,Store C,498,199,77,227
3/7/2024,Mocha,East,Store B,388,82,165,125
3/7/2024,Mocha,West,Store C,419,196,155,171
3/7/2024,Espresso,East,Store B,540,32,66,377
3/7/2024,Mocha,South,Store C,369,17,214,146
3/7/2024,Mocha,West,Store D,426,8,205,261
3/7/2024,Latte,East,Store C,529,66,243,261
3/7/2024,Espresso,East,Store C,325,52,136,214
3/7/2024,Cappuccino,East,Store A,514,166,98,241
3/7/2024,Mocha,South,Store A,599,118,94,250
3/8/2024,Mocha,South,Store C,533,94,207,276
3/8/2024,Espresso,South,Store B,432,8,70,133
3/8/2024,Cappuccino,North,Store C,543,198,213,187
3/8/2024,Latte,South,Store B,559,123,67,243
3/8/2024,Latte,East,Store C,550,42,176,195
3/8/2024,Latte,South,Store B,426,134,83,165
3/8/2024,Espresso,North,Store D,591,190,130,372
3/8/2024,Espresso,South,Store A,321,113,97,137
3/8/2024,Cappuccino,East,Store D,320,190,125,120
3/8/2024,Mocha,South,Store D,301,169,178,152
3/8/2024,Espresso,West,Store D,429,37,194,386
3/8/2024,Mocha,West,Store B,475,88,217,317
3/8/2024,Mocha,North,Store D,446,56,73,141
3/8/2024,Cappuccino,East,Store C,397,22,135,239
3/8/2024,Cappuccino,North,Store C,346,43,203,358
3/8/2024,Espresso,East,Store C,399,110,203,230
3/8/2024,Latte,East,Store C,562,101,165,288
3/8/2024,Latte,East,Store B,433,18,249,326
3/8/2024,Espresso,West,Store D,476,54,151,289
3/8/2024,Cappuccino,South,Store A,365,129,109,219
3/8/2024,Mocha,East,Store A,395,89,60,227
3/8/2024,Latte,North,Store B,318,57,226,377
3/8/2024,Latte,South,Store D,505,180,112,348
3/8/2024,Espresso,North,Store D,542,193,99,100
3/9/2024,Mocha,South,Store D,371,1,148,218
3/9/2024,Latte,East,Store A,340,131,96,134
3/9/2024,Cappuccino,West,Store C,330,114,60,323
3/9/2024,Latte,South,Store A,575,6,246,175
3/9/2024,Cappuccino,North,Store D,453,25,67,238
3/9/2024,Espresso,North,Store C,515,160,62,384
3/9/2024,Espresso,West,Store B,395,71,207,166
3/9/2024,Cappuccino,West,Store B,549,198,105,235
3/9/2024,Latte,East,Store B,348,131,194,256
3/9/2024,Mocha,East,Store A,444,197,220,221
3/9/2024,Cappuccino,West,Store C,490,20,65,178
3/9/2024,Cappuccino,East,Store D,394,173,77,370
3/9/2024,Latte,South,Store A,573,152,133,383
3/9/2024,Latte,South,Store A,569,90,91,284
3/9/2024,Latte,East,Store D,428,168,194,309
3/9/2024,Espresso,West,Store C,420,94,189,237
3/9/2024,Espresso,South,Store A,526,165,89,189
3/9/2024,Espresso,South,Store C,595,186,145,291
3/9/2024,Latte,North,Store B,344,113,186,291
3/9/2024,Cappuccino,West,Store A,375,145,226,309
3/9/2024,Cappuccino,South,Store D,366,102,57,100
3/9/2024,Latte,North,Store B,437,105,82,326
3/9/2024,Latte,South,Store D,458,158,248,324
3/9/2024,Mocha,West,Store D,598,105,227,248
3/10/2024,Latte,North,Store A,312,176,188,326
3/10/2024,Cappuccino,North,Store D,300,156,123,351
3/10/2024,Cappuccino,East,Store C,438,55,220,262
3/10/2024,Latte,North,Store B,369,150,106,306
3/10/2024,Cappuccino,North,Store C,368,16,98,114
3/10/2024,Mocha,East,Store B,550,187,226,317
3/10/2024,Mocha,West,Store C,494,1,197,373
3/10/2024,Espresso,West,Store C,510,173,92,133
3/10/2024,Latte,North,Store A,470,14,172,376
3/10/2024,Mocha,North,Store B,443,94,157,340
3/10/2024,Espresso,East,Store C,341,51,191,312
3/10/2024,Espresso,East,Store B,439,108,152,369
3/10/2024,Cappuccino,South,Store C,379,100,125,253
3/10/2024,Latte,North,Store B,480,80,230,164
3/10/2024,Espresso,West,Store B,400,102,200,233
3/10/2024,Espresso,West,Store B,480,153,99,391
3/10/2024,Latte,South,Store C,532,143,215,314
3/10/2024,Espresso,East,Store C,392,101,178,355
3/10/2024,Cappuccino,West,Store C,467,73,118,329
3/10/2024,Mocha,West,Store D,300,76,70,180
3/10/2024,Espresso,West,Store B,350,132,154,116
3/10/2024,Cappuccino,East,Store A,366,156,122,159
3/10/2024,Mocha,South,Store A,487,1,242,359
3/10/2024,Cappuccino,South,Store B,465,193,104,376
3/11/2024,Latte,South,Store D,591,172,222,273
3/11/2024,Cappuccino,North,Store D,468,139,172,126
3/11/2024,Latte,North,Store D,378,152,160,122
3/11/2024,Latte,South,Store B,417,62,138,301
3/11/2024,Latte,South,Store D,559,199,101,240
3/11/2024,Latte,South,Store A,532,89,59,267
3/11/2024,Mocha,North,Store C,312,175,73,137
3/11/2024,Mocha,West,Store D,373,126,128,160
3/11/2024,Mocha,South,Store C,388,115,124,219
3/11/2024,Latte,South,Store D,316,51,155,280
3/11/2024,Cappuccino,West,Store A,398,90,239,320
3/11/2024,Mocha,South,Store C,426,185,71,117
3/11/2024,Latte,South,Store B,467,144,237,257
3/11/2024,Latte,West,Store C,512,94,164,131
3/11/2024,Latte,North,Store A,345,40,222,155
3/11/2024,Espresso,West,Store A,597,147,125,101
3/11/2024,Cappuccino,North,Store D,302,126,204,297
3/11/2024,Mocha,East,Store B,439,12,202,148
3/11/2024,Latte,West,Store D,337,40,73,364
3/11/2024,Cappuccino,West,Store D,436,32,175,261
3/11/2024,Espresso,North,Store B,496,172,207,156
3/11/2024,Latte,South,Store D,317,80,241,322
3/11/2024,Latte,East,Store C,534,80,247,121
3/11/2024,Mocha,East,Store C,486,174,150,188
3/12/2024,Cappuccino,North,Store C,470,45,71,274
3/12/2024,Mocha,North,Store D,329,71,98,137
3/12/2024,Espresso,East,Store C,473,96,150,257
3/12/2024,Mocha,South,Store A,331,156,155,235
3/12/2024,Mocha,North,Store A,544,27,190,242
3/12/2024,Latte,East,Store D,481,112,52,139
3/12/2024,Cappuccino,North,Store B,575,187,219,109
3/12/2024,Espresso,South,Store A,318,125,161,262
3/12/2024,Espresso,South,Store C,414,91,84,166
3/12/2024,Mocha,North,Store B,398,140,166,105
3/12/2024,Espresso,West,Store A,478,181,151,360
3/12/2024,Cappuccino,East,Store B,403,197,221,140
3/12/2024,Latte,West,Store B,569,41,128,344
3/12/2024,Espresso,North,Store C,386,182,186,328
3/12/2024,Latte,West,Store A,397,106,180,383
3/12/2024,Latte,West,Store C,531,90,220,213
3/12/2024,Latte,West,Store B,439,113,58,287
3/12/2024,Cappuccino,East,Store D,438,0,66,261
3/12/2024,Mocha,East,Store D,430,174,214,308
3/12/2024,Cappuccino,South,Store A,361,116,223,352
3/12/2024,Cappuccino,West,Store A,399,4,83,201
3/12/2024,Cappuccino,South,Store A,526,130,73,105
3/12/2024,Espresso,West,Store B,503,118,99,205
3/12/2024,Mocha,West,Store D,440,22,106,178
3/13/2024,Mocha,West,Store D,459,71,212,254
3/13/2024,Mocha,South,Store D,386,17,246,233
3/13/2024,Cappuccino,North,Store C,587,57,221,336
3/13/2024,Espresso,West,Store D,451,41,85,169
3/13/2024,Espresso,South,Store C,394,16,59,162
3/13/2024,Espresso,South,Store C,535,53,85,372
3/13/2024,Cappuccino,West,Store B,584,173,187,243
3/13/2024,Cappuccino,East,Store C,525,15,86,276
3/13/2024,Latte,North,Store B,512,136,187,173
3/13/2024,Latte,South,Store B,561,116,88,298
3/13/2024,Latte,North,Store A,389,40,65,380
3/13/2024,Latte,West,Store B,463,116,65,320
3/13/2024,Cappuccino,West,Store C,370,19,232,302
3/13/2024,Mocha,North,Store B,411,80,184,366
3/13/2024,Latte,West,Store C,312,5,149,345
3/13/2024,Espresso,West,Store C,314,120,208,282
3/13/2024,Cappuccino,South,Store B,586,26,93,209
3/13/2024,Mocha,West,Store D,351,17,52,216
3/13/2024,Cappuccino,North,Store B,499,107,222,109
3/13/2024,Cappuccino,West,Store D,484,7,183,205
3/13/2024,Espresso,East,Store C,508,80,164,309
3/13/2024,Espresso,South,Store B,466,37,174,376
3/13/2024,Latte,South,Store C,427,58,223,351
3/13/2024,Cappuccino,North,Store A,463,134,70,360
3/14/2024,Espresso,East,Store B,402,37,160,211
3/14/2024,Cappuccino,North,Store C,313,168,176,124
3/14/2024,Cappuccino,South,Store A,593,36,242,366
3/14/2024,Latte,West,Store C,517,115,225,189
3/14/2024,Mocha,East,Store D,532,1,102,125
3/14/2024,Espresso,West,Store D,346,4,51,139
3/14/2024,Espresso,North,Store C,310,135,130,176
3/14/2024,Espresso,North,Store D,335,152,239,290
3/14/2024,Espresso,East,Store A,574,134,184,115
3/14/2024,Mocha,East,Store A,513,65,186,180
3/14/2024,Latte,North,Store B,446,52,117,104
3/14/2024,Cappuccino,North,Store D,362,96,73,106
3/14/2024,Mocha,West,Store C,416,93,92,340
3/14/2024,Cappuccino,East,Store C,338,82,77,166
3/14/2024,Cappuccino,North,Store B,413,72,207,344
3/14/2024,Cappuccino,East,Store C,374,153,93,268
3/14/2024,Latte,North,Store C,495,70,233,347
3/14/2024,Cappuccino,South,Store B,423,176,140,389
3/14/2024,Espresso,North,Store B,417,37,122,163
3/14/2024,Cappuccino,North,Store C,552,13,200,125
3/14/2024,Espresso,North,Store D,374,150,71,209
3/14/2024,Cappuccino,East,Store A,572,177,193,350
3/14/2024,Mocha,South,Store A,396,96,221,138
3/14/2024,Mocha,South,Store D,438,115,223,306
3/15/2024,Cappuccino,South,Store D,572,92,166,373
3/15/2024,Mocha,North,Store B,526,15,125,218
3/15/2024,Latte,East,Store B,386,51,216,169
3/15/2024,Espresso,North,Store D,469,141,105,255
3/15/2024,Mocha,North,Store A,365,183,91,267
3/15/2024,Latte,West,Store D,400,60,53,127
3/15/2024,Mocha,West,Store D,585,111,120,342
3/15/2024,Espresso,East,Store A,437,121,74,291
3/15/2024,Mocha,West,Store C,530,2,127,148
3/15/2024,Cappuccino,East,Store D,428,3,160,190
3/15/2024,Espresso,North,Store B,399,122,177,255
3/15/2024,Mocha,North,Store B,535,69,244,179
3/15/2024,Latte,North,Store D,487,112,194,393
3/15/2024,Cappuccino,North,Store B,525,107,104,139
3/15/2024,Mocha,South,Store B,476,63,128,260
3/15/2024,Espresso,East,Store D,318,163,98,126
3/15/2024,Cappuccino,North,Store C,393,3,204,287
3/15/2024,Cappuccino,South,Store A,522,155,119,168
3/15/2024,Cappuccino,South,Store D,532,175,110,344
3/15/2024,Espresso,West,Store A,563,140,94,387
3/15/2024,Mocha,West,Store D,573,177,182,331
3/15/2024,Cappuccino,South,Store A,469,139,52,290
3/15/2024,Latte,West,Store C,493,24,50,232
3/15/2024,Latte,West,Store A,353,103,248,240
3/16/2024,Mocha,East,Store B,549,161,192,381
3/16/2024,Cappuccino,West,Store D,506,26,178,175
3/16/2024,Mocha,South,Store D,490,106,92,205
3/16/2024,Latte,North,Store D,495,193,189,384
3/16/2024,Latte,South,Store C,345,126,159,165
3/16/2024,Espresso,South,Store B,447,115,173,350
3/16/2024,Espresso,East,Store A,573,91,195,162
3/16/2024,Cappuccino,North,Store B,353,39,155,298
3/16/2024,Latte,South,Store B,322,92,238,222
3/16/2024,Mocha,South,Store D,318,114,212,309
3/16/2024,Espresso,North,Store D,528,8,182,284
3/16/2024,Cappuccino,East,Store A,456,56,91,103
3/16/2024,Mocha,East,Store C,321,152,82,286
3/16/2024,Latte,South,Store B,548,71,75,114
3/16/2024,Cappuccino,South,Store B,397,2,69,169
3/16/2024,Espresso,South,Store C,558,168,206,115
3/16/2024,Latte,South,Store B,473,78,62,123
3/16/2024,Latte,West,Store C,440,152,103,136
3/16/2024,Mocha,South,Store D,395,176,125,191
3/16/2024,Espresso,North,Store A,564,9,196,300
3/16/2024,Espresso,South,Store A,560,153,92,207
3/16/2024,Cappuccino,West,Store D,534,154,244,132
3/16/2024,Latte,North,Store B,472,177,95,266
3/16/2024,Mocha,North,Store A,490,160,170,203
3/17/2024,Mocha,South,Store C,404,27,172,306
3/17/2024,Mocha,West,Store C,391,188,63,149
3/17/2024,Mocha,West,Store D,550,75,95,237
3/17/2024,Espresso,South,Store A,430,69,231,319
3/17/2024,Espresso,East,Store B,302,196,53,290
3/17/2024,Mocha,South,Store C,343,62,131,219
3/17/2024,Mocha,North,Store B,541,127,57,352
3/17/2024,Cappuccino,East,Store C,540,101,166,257
3/17/2024,Cappuccino,South,Store D,598,104,154,218
3/17/2024,Mocha,West,Store C,559,125,144,282
3/17/2024,Latte,West,Store D,386,74,233,361
3/17/2024,Cappuccino,East,Store C,332,75,87,221
3/17/2024,Cappuccino,West,Store A,459,65,225,104
3/17/2024,Espresso,East,Store D,474,43,120,261
3/17/2024,Espresso,West,Store D,539,99,120,337
3/17/2024,Latte,West,Store B,524,91,179,281
3/17/2024,Espresso,West,Store B,512,48,142,275
3/17/2024,Espresso,North,Store B,507,158,123,390
3/17/2024,Mocha,North,Store D,568,148,218,183
3/17/2024,Cappuccino,East,Store A,417,33,191,379
3/17/2024,Cappuccino,South,Store A,580,15,171,345
3/17/2024,Mocha,East,Store A,398,29,81,369
3/17/2024,Mocha,West,Store B,418,112,209,204
3/17/2024,Cappuccino,South,Store D,305,194,106,104
3/18/2024,Cappuccino,West,Store A,529,81,244,268
3/18/2024,Mocha,East,Store B,432,19,82,236
3/18/2024,Mocha,West,Store A,591,139,190,233
3/18/2024,Mocha,West,Store A,586,2,173,158
3/18/2024,Mocha,East,Store D,336,101,59,114
3/18/2024,Mocha,South,Store D,403,35,191,286
3/18/2024,Cappuccino,South,Store A,349,69,135,274
3/18/2024,Mocha,North,Store A,472,56,151,250
3/18/2024,Cappuccino,South,Store B,465,87,212,285
3/18/2024,Espresso,South,Store A,323,163,181,164
3/18/2024,Latte,North,Store C,448,130,78,206
3/18/2024,Mocha,East,Store B,439,8,110,173
3/18/2024,Cappuccino,North,Store D,585,42,222,267
3/18/2024,Latte,North,Store C,412,3,146,282
3/18/2024,Mocha,East,Store D,359,79,243,342
3/18/2024,Mocha,South,Store A,310,162,83,143
3/18/2024,Latte,South,Store B,336,125,113,205
3/18/2024,Cappuccino,South,Store B,403,192,56,193
3/18/2024,Espresso,West,Store D,512,13,114,164
3/18/2024,Espresso,West,Store A,365,26,124,335
3/18/2024,Latte,East,Store D,359,116,235,169
3/18/2024,Latte,South,Store A,333,20,220,225
3/18/2024,Cappuccino,South,Store C,306,1,171,204
3/18/2024,Latte,West,Store C,308,73,97,216
3/19/2024,Latte,South,Store A,337,11,196,198
3/19/2024,Latte,East,Store C,339,153,78,294
3/19/2024,Cappuccino,North,Store B,489,148,184,108
3/19/2024,Latte,North,Store A,312,179,65,148
3/19/2024,Mocha,North,Store D,510,76,113,112
3/19/2024,Latte,East,Store B,393,57,164,383
3/19/2024,Mocha,East,Store A,368,10,203,375
3/19/2024,Cappuccino,West,Store B,370,148,78,257
3/19/2024,Cappuccino,East,Store C,531,145,138,159
3/19/2024,Latte,South,Store D,474,183,226,357
3/19/2024,Espresso,West,Store D,511,44,175,109
3/19/2024,Latte,East,Store B,596,7,246,233
3/19/2024,Mocha,South,Store B,444,9,80,153
3/19/2024,Espresso,South,Store A,314,86,106,184
3/19/2024,Espresso,North,Store A,370,170,72,328
3/19/2024,Espresso,North,Store C,519,167,137,340
3/19/2024,Mocha,East,Store D,542,91,162,307
3/19/2024,Espresso,East,Store D,420,52,244,125
3/19/2024,Latte,East,Store D,543,20,218,259
3/19/2024,Cappuccino,South,Store D,337,177,241,197
3/19/2024,Cappuccino,West,Store B,381,25,127,396
3/19/2024,Latte,East,Store D,301,82,93,228
3/19/2024,Cappuccino,West,Store A,515,38,235,142
3/19/2024,Cappuccino,South,Store C,586,113,205,155
3/20/2024,Espresso,North,Store A,424,24,83,150
3/20/2024,Cappuccino,South,Store D,366,147,249,276
3/20/2024,Mocha,West,Store C,571,114,122,159
3/20/2024,Latte,South,Store B,577,24,139,372
3/20/2024,Latte,West,Store D,524,162,193,179
3/20/2024,Mocha,West,Store B,440,189,124,127
3/20/2024,Latte,North,Store C,398,76,211,324
3/20/2024,Espresso,South,Store B,584,163,216,232
3/20/2024,Espresso,West,Store B,552,160,167,279
3/20/2024,Cappuccino,East,Store A,417,102,201,309
3/20/2024,Latte,West,Store D,485,195,222,210
3/20/2024,Cappuccino,North,Store C,513,23,136,352
3/20/2024,Latte,South,Store A,579,151,125,264
3/20/2024,Mocha,West,Store C,352,29,208,327
3/20/2024,Mocha,West,Store B,573,185,165,176
3/20/2024,Cappuccino,East,Store A,586,11,123,194
3/20/2024,Latte,South,Store C,531,155,104,386
3/20/2024,Mocha,West,Store A,511,76,209,357
3/20/2024,Latte,South,Store D,521,187,78,399
3/20/2024,Mocha,North,Store D,493,166,161,293
3/20/2024,Latte,West,Store C,362,27,93,207
3/20/2024,Mocha,East,Store A,355,193,195,291
3/20/2024,Latte,South,Store C,462,159,223,235
3/20/2024,Mocha,South,Store B,454,137,59,209
3/21/2024,Latte,East,Store A,570,74,110,135
3/21/2024,Espresso,South,Store A,565,15,99,227
3/21/2024,Mocha,North,Store D,368,152,61,191
3/21/2024,Mocha,East,Store A,429,34,57,308
3/21/2024,Espresso,West,Store C,385,153,62,275
3/21/2024,Espresso,East,Store B,361,178,244,265
3/21/2024,Cappuccino,West,Store A,373,176,219,117
3/21/2024,Latte,East,Store B,554,69,162,141
3/21/2024,Espresso,West,Store C,475,155,138,310
3/21/2024,Mocha,North,Store C,591,12,58,339
3/21/2024,Espresso,South,Store B,371,33,235,297
3/21/2024,Cappuccino,North,Store D,459,13,178,325
3/21/2024,Latte,North,Store B,500,82,169,335
3/21/2024,Latte,North,Store D,346,104,59,221
3/21/2024,Cappuccino,East,Store B,480,52,197,336
3/21/2024,Cappuccino,West,Store D,431,42,238,252
3/21/2024,Mocha,East,Store C,597,150,239,144
3/21/2024,Mocha,West,Store D,573,148,228,295
3/21/2024,Mocha,North,Store D,447,110,127,133
3/21/2024,Espresso,North,Store D,502,116,180,389
3/21/2024,Espresso,East,Store D,452,177,159,344
3/21/2024,Cappuccino,South,Store D,305,78,244,392
3/21/2024,Latte,East,Store D,400,143,235,177
3/21/2024,Latte,North,Store C,401,46,126,359
3/22/2024,Mocha,East,Store B,523,34,128,249
3/22/2024,Espresso,West,Store B,356,141,185,294
3/22/2024,Cappuccino,West,Store B,329,99,106,253
