Promotion ID,Product,Promotion Type,Start Date,End Date,Regions Targeted,Success Rate (%)
P1277,Mocha,Discount,2/23/2024,2/24/2024,West,51.58
P1278,Espresso,Bundle,2/23/2024,2/24/2024,South,15.15
P1279,Latte,BOGO,2/23/2024,2/24/2024,South,84.63
P1280,Mocha,Bundle,2/23/2024,2/24/2024,West,78.19
P1281,Espresso,BOGO,2/23/2024,2/24/2024,East,52.04
P1282,Espresso,Discount,2/23/2024,2/24/2024,East,70.5
P1283,Espresso,BOGO,2/23/2024,2/24/2024,West,29.76
P1284,Latte,Discount,2/23/2024,2/24/2024,North,81.84
P1285,Latte,Free Sample,2/23/2024,2/24/2024,West,77.96
P1286,Cappuccino,BOGO,2/23/2024,2/24/2024,South,19.18
P1287,Latte,Bundle,2/23/2024,2/24/2024,South,24.03
P1288,Espresso,Discount,2/23/2024,2/24/2024,West,75.08
P1289,Cappuccino,BOGO,2/23/2024,2/24/2024,East,77.95
P1290,Espresso,Discount,2/23/2024,2/24/2024,West,11.27
P1291,Latte,Bundle,2/23/2024,2/24/2024,East,66.33
P1292,Cappuccino,BOGO,2/23/2024,2/24/2024,West,27.85
P1293,Latte,BOGO,2/23/2024,2/24/2024,West,59.49
P1294,Espresso,Discount,2/23/2024,2/24/2024,South,39.72
P1295,Espresso,BOGO,2/23/2024,2/24/2024,South,14.69
P1296,Cappuccino,BOGO,2/23/2024,2/24/2024,East,65.1
P1297,Mocha,Discount,2/24/2024,2/25/2024,South,26.85
P1298,Cappuccino,Free Sample,2/24/2024,2/25/2024,South,48.78
P1299,Latte,Free Sample,2/24/2024,2/25/2024,North,25.88
P1300,Latte,BOGO,2/24/2024,2/25/2024,North,29.02
P1301,Latte,Free Sample,2/24/2024,2/25/2024,East,87.19
P1302,Mocha,Free Sample,2/24/2024,2/25/2024,West,75.9
P1303,Mocha,Bundle,2/24/2024,2/25/2024,East,43.95
P1304,Mocha,Bundle,2/24/2024,2/25/2024,North,58.39
P1305,Mocha,Free Sample,2/24/2024,2/25/2024,East,10.48
P1306,Mocha,Discount,2/24/2024,2/25/2024,East,55.73
P1307,Mocha,Free Sample,2/24/2024,2/25/2024,West,39.47
P1308,Espresso,BOGO,2/24/2024,2/25/2024,East,54.4
P1309,Espresso,Bundle,2/24/2024,2/25/2024,North,20.65
P1310,Mocha,BOGO,2/24/2024,2/25/2024,North,25.77
P1311,Latte,BOGO,2/24/2024,2/25/2024,West,54.31
P1312,Mocha,Free Sample,2/24/2024,2/25/2024,South,18.41
P1313,Latte,Bundle,2/24/2024,2/25/2024,North,69.02
P1314,Espresso,Bundle,2/24/2024,2/25/2024,East,55.0
P1315,Latte,Free Sample,2/24/2024,2/25/2024,East,44.09
P1316,Latte,Discount,2/24/2024,2/25/2024,South,76.67
P1317,Cappuccino,BOGO,2/24/2024,2/25/2024,East,20.58
P1318,Cappuccino,BOGO,2/24/2024,2/25/2024,North,47.4
P1319,Cappuccino,Free Sample,2/24/2024,2/25/2024,East,53.08
P1320,Espresso,Discount,2/24/2024,2/25/2024,East,77.59
P1321,Espresso,Free Sample,2/25/2024,2/26/2024,West,81.25
P1322,Mocha,Bundle,2/25/2024,2/26/2024,South,27.33
P1323,Latte,Discount,2/25/2024,2/26/2024,East,87.69
P1324,Latte,Free Sample,2/25/2024,2/26/2024,South,65.78
P1325,Mocha,BOGO,2/25/2024,2/26/2024,East,65.1
P1326,Espresso,Bundle,2/25/2024,2/26/2024,West,82.0
P1327,Cappuccino,BOGO,2/25/2024,2/26/2024,East,56.29
P1328,Mocha,BOGO,2/25/2024,2/26/2024,South,14.35
P1329,Espresso,Discount,2/25/2024,2/26/2024,West,19.55
P1330,Cappuccino,BOGO,2/25/2024,2/26/2024,South,43.62
P1331,Mocha,Bundle,2/25/2024,2/26/2024,North,11.36
P1332,Espresso,Discount,2/25/2024,2/26/2024,South,20.65
P1333,Latte,Free Sample,2/25/2024,2/26/2024,South,80.68
P1334,Mocha,BOGO,2/25/2024,2/26/2024,South,89.11
P1335,Mocha,BOGO,2/25/2024,2/26/2024,North,86.8
P1336,Cappuccino,Discount,2/25/2024,2/26/2024,North,76.35
P1337,Latte,Discount,2/25/2024,2/26/2024,East,33.07
P1338,Latte,Discount,2/25/2024,2/26/2024,South,42.66
P1339,Latte,Free Sample,2/25/2024,2/26/2024,South,88.09
P1340,Latte,Bundle,2/25/2024,2/26/2024,North,57.01
P1341,Cappuccino,Free Sample,2/25/2024,2/26/2024,South,36.11
P1342,Latte,Free Sample,2/25/2024,2/26/2024,East,20.87
P1343,Espresso,Discount,2/25/2024,2/26/2024,West,64.8
P1344,Latte,BOGO,2/25/2024,2/26/2024,West,80.49
P1345,Latte,Free Sample,2/26/2024,2/27/2024,East,30.35
P1346,Espresso,BOGO,2/26/2024,2/27/2024,South,55.04
P1347,Mocha,Discount,2/26/2024,2/27/2024,North,33.26
P1348,Mocha,Free Sample,2/26/2024,2/27/2024,West,10.59
P1349,Latte,Discount,2/26/2024,2/27/2024,North,41.88
P1350,Espresso,Bundle,2/26/2024,2/27/2024,East,37.97
P1351,Latte,Free Sample,2/26/2024,2/27/2024,West,71.33
P1352,Mocha,Discount,2/26/2024,2/27/2024,South,68.84
P1353,Cappuccino,Bundle,2/26/2024,2/27/2024,East,56.7
P1354,Cappuccino,Free Sample,2/26/2024,2/27/2024,South,52.09
P1355,Mocha,BOGO,2/26/2024,2/27/2024,South,37.17
P1356,Latte,Bundle,2/26/2024,2/27/2024,East,61.91
P1357,Mocha,Free Sample,2/26/2024,2/27/2024,South,10.94
P1358,Cappuccino,Discount,2/26/2024,2/27/2024,East,12.88
P1359,Latte,BOGO,2/26/2024,2/27/2024,East,12.64
P1360,Mocha,BOGO,2/26/2024,2/27/2024,North,54.88
P1361,Latte,Bundle,2/26/2024,2/27/2024,North,78.47
P1362,Latte,BOGO,2/26/2024,2/27/2024,West,89.43
P1363,Espresso,BOGO,2/26/2024,2/27/2024,North,62.31
P1364,Cappuccino,Free Sample,2/26/2024,2/27/2024,West,17.27
P1365,Espresso,BOGO,2/26/2024,2/27/2024,West,11.52
P1366,Espresso,Bundle,2/26/2024,2/27/2024,East,83.01
P1367,Espresso,BOGO,2/26/2024,2/27/2024,East,78.65
P1368,Cappuccino,Discount,2/26/2024,2/27/2024,East,58.73
P1369,Espresso,BOGO,2/27/2024,2/28/2024,West,51.85
P1370,Cappuccino,Free Sample,2/27/2024,2/28/2024,West,20.01
P1371,Cappuccino,Discount,2/27/2024,2/28/2024,East,72.51
P1372,Mocha,Free Sample,2/27/2024,2/28/2024,East,50.88
P1373,Espresso,Free Sample,2/27/2024,2/28/2024,East,82.99
P1374,Cappuccino,Discount,2/27/2024,2/28/2024,West,65.0
P1375,Latte,Bundle,2/27/2024,2/28/2024,South,60.56
P1376,Mocha,BOGO,2/27/2024,2/28/2024,North,12.63
P1377,Espresso,BOGO,2/27/2024,2/28/2024,East,48.76
P1378,Espresso,BOGO,2/27/2024,2/28/2024,North,81.63
P1379,Mocha,BOGO,2/27/2024,2/28/2024,East,17.08
P1380,Mocha,Free Sample,2/27/2024,2/28/2024,East,85.29
P1381,Espresso,Discount,2/27/2024,2/28/2024,South,67.36
P1382,Mocha,Discount,2/27/2024,2/28/2024,South,74.56
P1383,Latte,BOGO,2/27/2024,2/28/2024,West,52.56
P1384,Mocha,BOGO,2/27/2024,2/28/2024,North,61.72
P1385,Latte,BOGO,2/27/2024,2/28/2024,South,75.77
P1386,Mocha,Bundle,2/27/2024,2/28/2024,West,44.57
P1387,Espresso,Free Sample,2/27/2024,2/28/2024,East,48.06
P1388,Mocha,BOGO,2/27/2024,2/28/2024,North,70.18
P1389,Mocha,Discount,2/27/2024,2/28/2024,East,29.59
P1390,Cappuccino,BOGO,2/27/2024,2/28/2024,South,85.66
P1391,Mocha,Bundle,2/27/2024,2/28/2024,North,51.78
P1392,Mocha,BOGO,2/27/2024,2/28/2024,East,50.2
P1393,Mocha,Bundle,2/28/2024,2/29/2024,North,39.19
P1394,Espresso,BOGO,2/28/2024,2/29/2024,South,58.89
P1395,Mocha,BOGO,2/28/2024,2/29/2024,South,28.76
P1396,Mocha,BOGO,2/28/2024,2/29/2024,East,44.09
P1397,Latte,Free Sample,2/28/2024,2/29/2024,South,74.93
P1398,Latte,Free Sample,2/28/2024,2/29/2024,East,48.48
P1399,Latte,BOGO,2/28/2024,2/29/2024,East,34.94
P1400,Espresso,Free Sample,2/28/2024,2/29/2024,West,30.64
P1401,Cappuccino,BOGO,2/28/2024,2/29/2024,East,63.63
P1402,Latte,Bundle,2/28/2024,2/29/2024,West,43.46
P1403,Mocha,BOGO,2/28/2024,2/29/2024,South,66.51
P1404,Cappuccino,Free Sample,2/28/2024,2/29/2024,North,69.67
P1405,Cappuccino,BOGO,2/28/2024,2/29/2024,East,17.12
P1406,Latte,BOGO,2/28/2024,2/29/2024,East,50.31
P1407,Espresso,BOGO,2/28/2024,2/29/2024,South,49.58
P1408,Espresso,Free Sample,2/28/2024,2/29/2024,West,74.16
P1409,Cappuccino,Free Sample,2/28/2024,2/29/2024,East,79.71
P1410,Cappuccino,Bundle,2/28/2024,2/29/2024,South,34.4
P1411,Espresso,Free Sample,2/28/2024,2/29/2024,East,12.85
P1412,Cappuccino,Discount,2/28/2024,2/29/2024,North,71.34
P1413,Espresso,Bundle,2/28/2024,2/29/2024,West,65.1
P1414,Mocha,Discount,2/28/2024,2/29/2024,South,15.82
P1415,Cappuccino,Bundle,2/28/2024,2/29/2024,South,43.35
P1416,Mocha,BOGO,2/28/2024,2/29/2024,South,55.92
P1417,Espresso,Bundle,2/29/2024,3/1/2024,West,46.34
P1418,Espresso,Bundle,2/29/2024,3/1/2024,West,57.25
P1419,Latte,Bundle,2/29/2024,3/1/2024,North,35.39
P1420,Cappuccino,Discount,2/29/2024,3/1/2024,West,55.84
P1421,Latte,BOGO,2/29/2024,3/1/2024,East,78.12
P1422,Espresso,Discount,2/29/2024,3/1/2024,South,42.97
P1423,Cappuccino,Bundle,2/29/2024,3/1/2024,North,82.34
P1424,Latte,Discount,2/29/2024,3/1/2024,East,46.23
P1425,Cappuccino,Free Sample,2/29/2024,3/1/2024,North,42.28
P1426,Cappuccino,BOGO,2/29/2024,3/1/2024,East,75.69
P1427,Espresso,Free Sample,2/29/2024,3/1/2024,North,65.49
P1428,Espresso,Free Sample,2/29/2024,3/1/2024,East,89.47
P1429,Espresso,Free Sample,2/29/2024,3/1/2024,West,73.85
P1430,Latte,Bundle,2/29/2024,3/1/2024,South,31.27
P1431,Cappuccino,BOGO,2/29/2024,3/1/2024,South,85.26
P1432,Espresso,Discount,2/29/2024,3/1/2024,North,41.93
P1433,Cappuccino,Discount,2/29/2024,3/1/2024,East,26.53
P1434,Mocha,BOGO,2/29/2024,3/1/2024,East,80.68
P1435,Mocha,BOGO,2/29/2024,3/1/2024,West,41.18
P1436,Cappuccino,Free Sample,2/29/2024,3/1/2024,North,24.54
P1437,Mocha,Free Sample,2/29/2024,3/1/2024,West,28.92
P1438,Mocha,BOGO,2/29/2024,3/1/2024,West,29.35
P1439,Latte,Discount,2/29/2024,3/1/2024,East,16.77
P1440,Cappuccino,Discount,2/29/2024,3/1/2024,South,60.32
P1441,Mocha,BOGO,3/1/2024,3/2/2024,North,68.4
P1442,Latte,BOGO,3/1/2024,3/2/2024,North,73.39
P1443,Espresso,Discount,3/1/2024,3/2/2024,West,28.02
P1444,Latte,BOGO,3/1/2024,3/2/2024,West,11.7
P1445,Cappuccino,Free Sample,3/1/2024,3/2/2024,East,36.16
P1446,Cappuccino,Discount,3/1/2024,3/2/2024,East,37.38
P1447,Espresso,BOGO,3/1/2024,3/2/2024,East,46.64
P1448,Latte,Bundle,3/1/2024,3/2/2024,North,33.31
P1449,Cappuccino,Discount,3/1/2024,3/2/2024,West,10.57
P1450,Mocha,BOGO,3/1/2024,3/2/2024,North,61.11
P1451,Cappuccino,BOGO,3/1/2024,3/2/2024,South,23.77
P1452,Espresso,Discount,3/1/2024,3/2/2024,East,15.45
P1453,Cappuccino,Free Sample,3/1/2024,3/2/2024,East,31.71
P1454,Espresso,Bundle,3/1/2024,3/2/2024,East,75.73
P1455,Mocha,Discount,3/1/2024,3/2/2024,North,50.93
P1456,Latte,Discount,3/1/2024,3/2/2024,South,87.71
P1457,Mocha,Discount,3/1/2024,3/2/2024,South,61.52
P1458,Latte,BOGO,3/1/2024,3/2/2024,North,39.51
P1459,Latte,Discount,3/1/2024,3/2/2024,West,13.82
P1460,Espresso,BOGO,3/1/2024,3/2/2024,South,34.68
P1461,Cappuccino,Bundle,3/1/2024,3/2/2024,East,66.15
P1462,Latte,Discount,3/1/2024,3/2/2024,East,84.34
P1463,Latte,BOGO,3/1/2024,3/2/2024,East,64.98
P1464,Cappuccino,Discount,3/1/2024,3/2/2024,North,57.75
P1465,Latte,Bundle,3/2/2024,3/3/2024,East,52.13
P1466,Espresso,Free Sample,3/2/2024,3/3/2024,East,29.4
P1467,Latte,BOGO,3/2/2024,3/3/2024,North,59.57
P1468,Espresso,Bundle,3/2/2024,3/3/2024,West,16.12
P1469,Espresso,Bundle,3/2/2024,3/3/2024,West,68.76
P1470,Espresso,Discount,3/2/2024,3/3/2024,East,28.01
P1471,Mocha,Free Sample,3/2/2024,3/3/2024,South,13.79
P1472,Mocha,Free Sample,3/2/2024,3/3/2024,South,13.52
P1473,Latte,Discount,3/2/2024,3/3/2024,North,20.16
P1474,Mocha,Free Sample,3/2/2024,3/3/2024,North,45.78
P1475,Cappuccino,Bundle,3/2/2024,3/3/2024,South,19.4
P1476,Espresso,Discount,3/2/2024,3/3/2024,East,35.52
P1477,Espresso,Bundle,3/2/2024,3/3/2024,North,66.09
P1478,Latte,Free Sample,3/2/2024,3/3/2024,South,49.63
P1479,Cappuccino,Bundle,3/2/2024,3/3/2024,East,12.25
P1480,Mocha,Discount,3/2/2024,3/3/2024,South,84.17
P1481,Espresso,BOGO,3/2/2024,3/3/2024,South,25.92
P1482,Mocha,Discount,3/2/2024,3/3/2024,East,48.8
P1483,Cappuccino,Free Sample,3/2/2024,3/3/2024,North,61.28
P1484,Cappuccino,Discount,3/2/2024,3/3/2024,West,67.92
P1485,Cappuccino,Bundle,3/2/2024,3/3/2024,South,18.07
P1486,Cappuccino,Discount,3/2/2024,3/3/2024,South,36.09
P1487,Espresso,Free Sample,3/2/2024,3/3/2024,West,85.99
P1488,Mocha,BOGO,3/2/2024,3/3/2024,South,20.79
P1489,Latte,Free Sample,3/3/2024,3/4/2024,South,13.5
P1490,Mocha,BOGO,3/3/2024,3/4/2024,North,57.78
P1491,Mocha,BOGO,3/3/2024,3/4/2024,North,85.36
P1492,Latte,Free Sample,3/3/2024,3/4/2024,North,69.24
P1493,Mocha,Discount,3/3/2024,3/4/2024,East,33.2
P1494,Cappuccino,Bundle,3/3/2024,3/4/2024,South,33.66
P1495,Espresso,Bundle,3/3/2024,3/4/2024,North,87.57
P1496,Cappuccino,Free Sample,3/3/2024,3/4/2024,South,31.82
P1497,Latte,Free Sample,3/3/2024,3/4/2024,West,49.91
P1498,Mocha,BOGO,3/3/2024,3/4/2024,East,29.45
P1499,Mocha,Free Sample,3/3/2024,3/4/2024,South,75.72
P1500,Latte,BOGO,3/3/2024,3/4/2024,North,72.17
P1501,Latte,BOGO,3/3/2024,3/4/2024,West,67.85
P1502,Espresso,BOGO,3/3/2024,3/4/2024,West,25.23
P1503,Mocha,Free Sample,3/3/2024,3/4/2024,South,29.72
P1504,Cappuccino,BOGO,3/3/2024,3/4/2024,North,54.55
P1505,Latte,Free Sample,3/3/2024,3/4/2024,West,75.74
P1506,Cappuccino,Discount,3/3/2024,3/4/2024,North,36.43
P1507,Mocha,BOGO,3/3/2024,3/4/2024,South,18.85
P1508,Mocha,Bundle,3/3/2024,3/4/2024,West,16.37
P1509,Mocha,Bundle,3/3/2024,3/4/2024,West,78.09
P1510,Latte,Free Sample,3/3/2024,3/4/2024,East,69.95
P1511,Cappuccino,Discount,3/3/2024,3/4/2024,North,42.38
P1512,Latte,Free Sample,3/3/2024,3/4/2024,East,42.92
P1513,Cappuccino,BOGO,3/4/2024,3/5/2024,East,29.06
P1514,Espresso,BOGO,3/4/2024,3/5/2024,North,57.74
P1515,Mocha,Bundle,3/4/2024,3/5/2024,East,28.27
P1516,Cappuccino,Bundle,3/4/2024,3/5/2024,North,74.1
P1517,Mocha,BOGO,3/4/2024,3/5/2024,South,82.94
P1518,Latte,Bundle,3/4/2024,3/5/2024,North,61.15
P1519,Latte,BOGO,3/4/2024,3/5/2024,South,16.22
P1520,Latte,Discount,3/4/2024,3/5/2024,North,28.12
P1521,Latte,Discount,3/4/2024,3/5/2024,North,21.63
P1522,Mocha,BOGO,3/4/2024,3/5/2024,South,58.23
P1523,Latte,BOGO,3/4/2024,3/5/2024,West,77.08
P1524,Latte,Free Sample,3/4/2024,3/5/2024,West,40.51
P1525,Cappuccino,BOGO,3/4/2024,3/5/2024,West,46.01
P1526,Latte,Discount,3/4/2024,3/5/2024,West,20.47
P1527,Mocha,BOGO,3/4/2024,3/5/2024,East,60.98
P1528,Latte,Bundle,3/4/2024,3/5/2024,South,46.43
P1529,Cappuccino,Free Sample,3/4/2024,3/5/2024,East,58.67
P1530,Cappuccino,Discount,3/4/2024,3/5/2024,South,33.94
P1531,Espresso,Discount,3/4/2024,3/5/2024,East,64.81
P1532,Espresso,BOGO,3/4/2024,3/5/2024,North,15.73
P1533,Cappuccino,Discount,3/4/2024,3/5/2024,West,74.02
P1534,Mocha,Free Sample,3/4/2024,3/5/2024,South,18.34
P1535,Espresso,Free Sample,3/4/2024,3/5/2024,East,18.91
P1536,Espresso,Bundle,3/4/2024,3/5/2024,East,49.53
P1537,Espresso,Discount,3/5/2024,3/6/2024,South,54.46
P1538,Cappuccino,BOGO,3/5/2024,3/6/2024,East,25.56
P1539,Mocha,Free Sample,3/5/2024,3/6/2024,South,62.38
P1540,Espresso,Free Sample,3/5/2024,3/6/2024,East,11.7
P1541,Mocha,Free Sample,3/5/2024,3/6/2024,West,71.16
P1542,Latte,BOGO,3/5/2024,3/6/2024,North,78.14
P1543,Mocha,Bundle,3/5/2024,3/6/2024,East,21.99
P1544,Cappuccino,BOGO,3/5/2024,3/6/2024,South,74.07
P1545,Cappuccino,BOGO,3/5/2024,3/6/2024,North,48.22
P1546,Espresso,Discount,3/5/2024,3/6/2024,West,66.15
P1547,Latte,Free Sample,3/5/2024,3/6/2024,North,43.06
P1548,Mocha,Bundle,3/5/2024,3/6/2024,West,41.68
P1549,Mocha,Free Sample,3/5/2024,3/6/2024,West,67.23
P1550,Cappuccino,Free Sample,3/5/2024,3/6/2024,South,59.48
P1551,Espresso,BOGO,3/5/2024,3/6/2024,West,37.44
P1552,Cappuccino,Bundle,3/5/2024,3/6/2024,East,82.49
P1553,Latte,Discount,3/5/2024,3/6/2024,East,60.81
P1554,Latte,Bundle,3/5/2024,3/6/2024,South,15.93
P1555,Latte,BOGO,3/5/2024,3/6/2024,South,55.76
P1556,Mocha,Discount,3/5/2024,3/6/2024,South,54.29
P1557,Mocha,Bundle,3/5/2024,3/6/2024,East,37.62
P1558,Mocha,Bundle,3/5/2024,3/6/2024,East,33.35
P1559,Espresso,Bundle,3/5/2024,3/6/2024,North,43.16
P1560,Espresso,Discount,3/5/2024,3/6/2024,West,75.15
P1561,Mocha,Free Sample,3/6/2024,3/7/2024,West,77.74
P1562,Mocha,Free Sample,3/6/2024,3/7/2024,South,20.03
P1563,Mocha,BOGO,3/6/2024,3/7/2024,South,82.87
P1564,Latte,Discount,3/6/2024,3/7/2024,West,51.67
P1565,Latte,Bundle,3/6/2024,3/7/2024,North,40.12
P1566,Mocha,Discount,3/6/2024,3/7/2024,East,77.58
P1567,Mocha,Free Sample,3/6/2024,3/7/2024,West,48.43
P1568,Cappuccino,Free Sample,3/6/2024,3/7/2024,South,58.18
P1569,Cappuccino,Free Sample,3/6/2024,3/7/2024,North,73.43
P1570,Espresso,BOGO,3/6/2024,3/7/2024,West,32.29
P1571,Mocha,Free Sample,3/6/2024,3/7/2024,North,70.95
P1572,Cappuccino,Bundle,3/6/2024,3/7/2024,North,77.65
P1573,Latte,BOGO,3/6/2024,3/7/2024,West,39.48
P1574,Cappuccino,Bundle,3/6/2024,3/7/2024,South,18.11
P1575,Mocha,BOGO,3/6/2024,3/7/2024,West,13.16
P1576,Latte,BOGO,3/6/2024,3/7/2024,West,10.62
P1577,Mocha,Discount,3/6/2024,3/7/2024,North,86.3
P1578,Cappuccino,Free Sample,3/6/2024,3/7/2024,South,51.83
P1579,Espresso,BOGO,3/6/2024,3/7/2024,East,78.2
P1580,Espresso,Bundle,3/6/2024,3/7/2024,South,90.0
P1581,Espresso,Bundle,3/6/2024,3/7/2024,East,17.59
P1582,Mocha,BOGO,3/6/2024,3/7/2024,West,38.05
P1583,Cappuccino,BOGO,3/6/2024,3/7/2024,West,22.26
P1584,Espresso,Discount,3/6/2024,3/7/2024,North,66.64
P1585,Mocha,BOGO,3/7/2024,3/8/2024,West,54.95
P1586,Espresso,Free Sample,3/7/2024,3/8/2024,East,29.68
P1587,Cappuccino,Free Sample,3/7/2024,3/8/2024,East,20.26
P1588,Espresso,Discount,3/7/2024,3/8/2024,South,32.74
P1589,Latte,BOGO,3/7/2024,3/8/2024,East,32.35
P1590,Espresso,BOGO,3/7/2024,3/8/2024,North,49.63
P1591,Mocha,BOGO,3/7/2024,3/8/2024,West,86.99
P1592,Latte,Discount,3/7/2024,3/8/2024,West,43.24
P1593,Espresso,Free Sample,3/7/2024,3/8/2024,North,37.12
P1594,Mocha,Discount,3/7/2024,3/8/2024,West,21.26
P1595,Latte,BOGO,3/7/2024,3/8/2024,South,60.42
P1596,Espresso,BOGO,3/7/2024,3/8/2024,West,35.64
P1597,Espresso,BOGO,3/7/2024,3/8/2024,East,64.23
P1598,Mocha,Free Sample,3/7/2024,3/8/2024,North,55.06
P1599,Latte,BOGO,3/7/2024,3/8/2024,South,34.92
P1600,Cappuccino,Discount,3/7/2024,3/8/2024,North,38.11
P1601,Espresso,BOGO,3/7/2024,3/8/2024,East,37.48
P1602,Cappuccino,Discount,3/7/2024,3/8/2024,South,78.95
P1603,Mocha,BOGO,3/7/2024,3/8/2024,North,83.84
P1604,Espresso,Bundle,3/7/2024,3/8/2024,West,19.26
P1605,Cappuccino,Discount,3/7/2024,3/8/2024,West,74.39
P1606,Espresso,Bundle,3/7/2024,3/8/2024,East,60.74
P1607,Mocha,BOGO,3/7/2024,3/8/2024,South,43.27
P1608,Cappuccino,Discount,3/7/2024,3/8/2024,North,14.49
P1609,Mocha,Free Sample,3/8/2024,3/9/2024,West,21.86
P1610,Cappuccino,Bundle,3/8/2024,3/9/2024,West,47.24
P1611,Espresso,Free Sample,3/8/2024,3/9/2024,South,72.23
P1612,Cappuccino,BOGO,3/8/2024,3/9/2024,East,73.86
P1613,Latte,BOGO,3/8/2024,3/9/2024,East,32.18
P1614,Cappuccino,Free Sample,3/8/2024,3/9/2024,West,54.08
P1615,Espresso,Free Sample,3/8/2024,3/9/2024,South,16.53
P1616,Espresso,Bundle,3/8/2024,3/9/2024,South,86.91
P1617,Espresso,Discount,3/8/2024,3/9/2024,South,13.62
P1618,Mocha,Bundle,3/8/2024,3/9/2024,West,26.22
P1619,Mocha,BOGO,3/8/2024,3/9/2024,North,55.91
P1620,Cappuccino,Discount,3/8/2024,3/9/2024,East,65.55
P1621,Espresso,Free Sample,3/8/2024,3/9/2024,West,12.21
P1622,Cappuccino,BOGO,3/8/2024,3/9/2024,East,18.82
P1623,Espresso,Discount,3/8/2024,3/9/2024,South,77.55
P1624,Espresso,Bundle,3/8/2024,3/9/2024,West,61.91
P1625,Latte,Free Sample,3/8/2024,3/9/2024,West,14.4
P1626,Latte,Free Sample,3/8/2024,3/9/2024,West,53.2
P1627,Latte,Discount,3/8/2024,3/9/2024,East,61.15
P1628,Cappuccino,Free Sample,3/8/2024,3/9/2024,South,33.92
P1629,Mocha,Discount,3/8/2024,3/9/2024,East,11.65
P1630,Mocha,Free Sample,3/8/2024,3/9/2024,North,48.0
P1631,Cappuccino,Free Sample,3/8/2024,3/9/2024,East,45.56
P1632,Cappuccino,BOGO,3/8/2024,3/9/2024,North,28.31
P1633,Cappuccino,Discount,3/9/2024,3/10/2024,West,63.76
P1634,Mocha,Bundle,3/9/2024,3/10/2024,East,12.73
P1635,Latte,BOGO,3/9/2024,3/10/2024,West,11.25
P1636,Latte,Free Sample,3/9/2024,3/10/2024,North,53.31
P1637,Mocha,Bundle,3/9/2024,3/10/2024,North,40.13
P1638,Latte,Bundle,3/9/2024,3/10/2024,North,88.08
P1639,Cappuccino,Free Sample,3/9/2024,3/10/2024,South,79.05
P1640,Latte,Discount,3/9/2024,3/10/2024,East,10.92
P1641,Cappuccino,Free Sample,3/9/2024,3/10/2024,East,47.35
P1642,Mocha,BOGO,3/9/2024,3/10/2024,North,16.86
P1643,Espresso,BOGO,3/9/2024,3/10/2024,East,14.44
P1644,Cappuccino,Free Sample,3/9/2024,3/10/2024,South,39.1
P1645,Cappuccino,Bundle,3/9/2024,3/10/2024,South,29.24
P1646,Cappuccino,BOGO,3/9/2024,3/10/2024,West,57.26
P1647,Cappuccino,Bundle,3/9/2024,3/10/2024,South,17.83
P1648,Cappuccino,BOGO,3/9/2024,3/10/2024,West,76.06
P1649,Espresso,Free Sample,3/9/2024,3/10/2024,North,85.68
P1650,Cappuccino,Bundle,3/9/2024,3/10/2024,North,66.67
P1651,Espresso,BOGO,3/9/2024,3/10/2024,North,68.94
P1652,Cappuccino,BOGO,3/9/2024,3/10/2024,East,74.64
P1653,Latte,Free Sample,3/9/2024,3/10/2024,West,24.4
P1654,Espresso,BOGO,3/9/2024,3/10/2024,West,27.07
P1655,Latte,Bundle,3/9/2024,3/10/2024,East,12.45
P1656,Latte,Bundle,3/9/2024,3/10/2024,South,43.97
P1657,Espresso,Free Sample,3/10/2024,3/11/2024,South,55.71
P1658,Latte,Discount,3/10/2024,3/11/2024,West,25.47
P1659,Cappuccino,BOGO,3/10/2024,3/11/2024,West,44.87
P1660,Mocha,BOGO,3/10/2024,3/11/2024,North,89.81
P1661,Latte,Free Sample,3/10/2024,3/11/2024,West,57.61
P1662,Cappuccino,Discount,3/10/2024,3/11/2024,South,86.65
P1663,Latte,Discount,3/10/2024,3/11/2024,South,87.67
P1664,Espresso,Bundle,3/10/2024,3/11/2024,South,60.89
P1665,Mocha,BOGO,3/10/2024,3/11/2024,West,13.64
P1666,Mocha,Bundle,3/10/2024,3/11/2024,South,23.27
P1667,Espresso,Bundle,3/10/2024,3/11/2024,North,69.03
P1668,Latte,Free Sample,3/10/2024,3/11/2024,West,56.78
P1669,Cappuccino,Discount,3/10/2024,3/11/2024,South,83.71
P1670,Latte,Bundle,3/10/2024,3/11/2024,North,42.31
P1671,Mocha,BOGO,3/10/2024,3/11/2024,East,72.94
P1672,Mocha,Bundle,3/10/2024,3/11/2024,North,43.53
P1673,Mocha,BOGO,3/10/2024,3/11/2024,North,48.76
P1674,Latte,Free Sample,3/10/2024,3/11/2024,West,57.51
P1675,Latte,Free Sample,3/10/2024,3/11/2024,South,18.65
P1676,Latte,Discount,3/10/2024,3/11/2024,South,85.68
P1677,Mocha,Bundle,3/10/2024,3/11/2024,East,14.87
P1678,Latte,Discount,3/10/2024,3/11/2024,East,73.87
P1679,Espresso,BOGO,3/10/2024,3/11/2024,West,53.26
P1680,Cappuccino,Free Sample,3/10/2024,3/11/2024,South,31.6
P1681,Cappuccino,Discount,3/11/2024,3/12/2024,West,58.11
P1682,Cappuccino,BOGO,3/11/2024,3/12/2024,North,18.11
P1683,Cappuccino,Bundle,3/11/2024,3/12/2024,East,80.75
